TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
543,"D33","91190105-8905-41c1-be44-a6bc6f93ac9b",1158,1917,"+","cif","1-755/849","========/=====.","6/13",88.46,97.64,"vfdb","AAN07916","(cif) Type III secretion system effector Cif cyclomodulin [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O26 str. C/15333]",NA,"Enterobacteriaceae"
543,"D29","708b04f3-e28e-4047-9a5e-8d511292dbaf",3353,3483,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D24","d8d96636-dfe0-4e30-8f70-02316878b798",3239,4520,"-","ybtX","1-1281/1281","========/======","1/1",100,99.3,"vfdb","WP_001286280","(ybtX) putative signal transducer [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]",NA,"Enterobacteriaceae"
543,"D29","74eaf6a3-e49b-430d-b0e9-6c7baf474cbc",3664,3793,"-","Col(pHAD28)_1","1-131/131","========/======","1/1",99.24,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D35","ac459ae4-04f1-44e7-b4eb-e77793c49c89",182,854,"-","kdpE","1-673/678","===============","0/0",99.26,95.84,"card","U00096.3:721733-721055","kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.","aminoglycoside","Enterobacteriaceae"
543,"D32","33d9f53e-be63-45d8-b3d5-ba893ca9c9bf",374,3498,"+","acrB","4-3145/3147","========/======","27/51",98.76,82.24,"vfdb","WP_002892069","(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D19","ba61ab63-466b-4da9-9e23-eb991dbedfd1",1053,2591,"-","emrY","1-1539/1539","===============","0/0",100,97.47,"card","D78168.1:1591-3130","emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.","tetracycline","Enterobacteriaceae"
543,"D32","262c2fdc-1f7c-4ace-8d48-2e6115180766",317,1804,"+","TolC","1-1488/1488","========/======","7/10",99.66,98.12,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D24","d8d96636-dfe0-4e30-8f70-02316878b798",4513,6315,"-","ybtQ","1-1803/1803","===============","0/0",100,99.61,"vfdb","WP_002212761","(ybtQ) yersiniabactin ABC transporter ATP-binding/permease protein YbtQ [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]",NA,"Enterobacteriaceae"
543,"D24","d8d96636-dfe0-4e30-8f70-02316878b798",6302,8014,"-","ybtP","1-1713/1713","===============","0/0",100,99.59,"vfdb","WP_001327262","(ybtP) yersiniabactin ABC transporter ATP-binding/permease protein YbtP [Ybt (VF0564) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D29","86d71e1a-fed3-4145-b3e1-be47a4beb60b",2452,2733,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D28","4db70174-94b0-4339-a727-41e4579d475a",644,836,"+","ColpVC_1","1-193/193","===============","0/0",100,100,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D36","69b54534-db3b-4d09-ab9d-10a0f680fd22",3635,3765,"+","Col(pHAD28)_1","1-131/131","========/======","2/2",99.24,89.39,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D28","6af3d89c-6f75-4ab1-b92c-5395205dcbe2",807,995,"+","ColpVC_1","1-193/193","========/======","1/4",97.93,96.37,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",4330,4838,"-","fimG","1-504/504","========/======","3/7",99.8,95.88,"vfdb","WP_000872015","(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","47439811-70e5-4d4a-a5f2-3fd28170c5af",2,1941,"+","vgrG/tssI","81-2065/2142","========/======","5/55",90.34,88.84,"vfdb","WP_000103365","(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D36","4c9d2ca0-6d08-4074-b5af-28b7e05868e7",650,3791,"-","acrB","1-3145/3147","========/======","10/17",99.62,83.47,"vfdb","WP_002892069","(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D36","74200140-5013-48d2-931a-7b4b4733f1b9",2807,2937,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","47142ade-d914-478b-bdfc-f14fc7726443",6246,6578,"-","csgC","1-333/333","===============","0/0",100,99.1,"vfdb","WP_000992818","(csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D33","063f5e87-8059-45f3-85d4-fa5f22b2a859",759,889,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",853,1417,"-","gspH","1-564/564","========/======","1/1",100,94.51,"vfdb","WP_001115126","(gspH) general secretion pathway protein H [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D19","4ef6532a-7c5a-4a2a-8f3c-b0da0c3d0742",1421,1874,"-","gspG","1-456/456","========/======","2/2",99.56,95.83,"vfdb","WP_001087302","(gspG) general secretion pathway protein G [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D36","6bca9c4f-2d0a-4076-aff7-b1feaecd893d",2667,3210,"-","fimA","6-549/549","===============","0/0",99.09,90.07,"vfdb","WP_000695571","(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","8a446f16-b90e-4f3c-b7a2-ed4560a1323a",2254,2446,"+","ColpVC_1","1-193/193","===============","0/0",100,96.89,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D36","7503a223-27b1-46ff-81e8-fa08f38eb789",1303,1785,"-","hcp1/tssD1","1-483/483","===============","0/0",100,100,"vfdb","WP_001284199","(hcp1/tssD1) type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D36","2f49b85b-27ae-41ce-9ee0-18debbc982ff",3868,4304,"+","fur","1-437/453","===============","0/0",96.47,88.1,"vfdb","NP_459678","(fur) ferric iron uptake transcriptional regulator [Fur (VF0113) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Enterobacteriaceae"
543,"D32","56076f53-a405-4c5f-a9a0-6e4775aa6877",1939,3113,"-","entC","1-1176/1176","========/======","2/3",99.83,96.43,"vfdb","WP_001336900","(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","3d8af1a9-a361-4bd2-b902-4ecdafc648ee",485,1208,"-","fimC","1-726/726","========/======","2/4",99.59,97.66,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","5a983c80-3d66-4e66-ba33-1031eecd05b2",1088,2252,"-","ugd","1-1167/1167","========/======","2/4",99.74,95.29,"card","U00096.1:2099613-2098446","PmrE is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin.","peptide","Enterobacteriaceae"
543,"D34","f1b21fa2-24fe-485e-aec2-5ef9080b962f",4635,5413,"+","PmrF","1-777/969","========/====..","2/2",80.19,96.79,"card","U00096.1:2367070-2368039","PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.","peptide","Enterobacteriaceae"
543,"D33","3bd9bc2c-8482-4f61-9335-16966017047f",588,870,"+","Col440II_1","1-282/282","========/======","2/3",99.65,95.78,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","c165b065-8860-4f34-a823-05f2b843e2ba",1426,1711,"-","Col440II_1","1-282/282","========/======","1/4",100,96.15,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","c16fa67a-84ce-4a53-b7eb-f152643984f3",1558,1686,"-","Col(pHAD28)_1","1-129/131","===============","0/0",98.47,90.7,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","c16fa67a-84ce-4a53-b7eb-f152643984f3",2281,2558,"-","Col440II_1","1-281/282","========/======","1/3",98.58,95.37,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","4df85a66-bc81-4811-b22c-cf610f1c9f2c",238,368,"-","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D28","2ea80a17-37ad-4e19-b1e8-99f293e63260",2142,2594,"+","csgB","1-456/456","========/======","1/3",99.34,96.93,"vfdb","WP_000791650","(csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D32","624344cf-36a0-4362-8d92-5e5a9dd958bf",800,992,"+","ColpVC_1","1-193/193","===============","0/0",100,98.96,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D33","a1abec2e-f7fb-45c8-9bb6-88684296fa82",184,1650,"-","mdtP","1-1467/1467","===============","0/0",100,99.93,"card","AP009048.1:4304509-4303042","Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride.","disinfecting_agents_and_antiseptics;nucleoside","Enterobacteriaceae"
543,"D29","cdc41c4a-9d9c-4cfb-bf16-663975fe784b",3496,3626,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","283cd609-700c-47a6-9ca0-31b2fd24fa0e",42,758,"+","cfaA","1-717/717","===============","0/0",100,93.72,"vfdb","WP_000225871","(cfaA) colonisation factor antigen a chaperone [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]",NA,"Enterobacteriaceae"
543,"D36","98383fa7-ea00-4e60-bead-601f40241f41",295,1388,"-","cfaD/cfaE","1-1089/1089","========/======","16/41",98.35,81.11,"vfdb","WP_001245988","(cfaD/cfaE) minor pilin and initiator [Adhesive fimbriae (VF0213) - Adherence (VFC0001)] [Escherichia coli E24377A]",NA,"Enterobacteriaceae"
543,"D28","60ceb443-4786-45a0-956f-3922d15a1c2b",1022,1690,"-","yagY/ecpB","1-669/669","===============","0/0",100,98.06,"vfdb","WP_000716386","(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D32","00d5a76b-ee7a-4517-b495-5c8fba783227",8405,9457,"-","ompA","1-1041/1041","========/======","1/12",100,94.11,"vfdb","AAF37887","(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]",NA,"Enterobacteriaceae"
543,"D36","d8ab706d-b1c8-47e0-8dd4-a9ae71a0ed58",3315,3445,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","07d5a207-820c-45b1-977f-75968eaff8e3",8456,8872,"-","cgsF","1-417/417","===============","0/0",100,97.84,"vfdb","WP_001264082","(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D33","374564b0-e8f7-4555-92a6-a03269b25b18",772,902,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","2a9b72d8-2540-4188-9a5c-807c59c7a94b",188,472,"+","Col440II_1","1-282/282","========/======","1/3",100,96.49,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D36","c7aa4179-3d42-4bca-965d-344e984ddbfd",2202,2423,"+","escF","1-222/222","===============","0/0",100,96.85,"vfdb","WP_001053840","(escF) Type III secretion system needle filament protein EscF [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D29","e2c67b2a-ef31-4462-a7f6-22f188710634",2728,3009,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","e2c67b2a-ef31-4462-a7f6-22f188710634",3598,3728,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D36","13a65217-c915-43a0-bac4-880db976ea2f",1662,4780,"+","mdtF","1-3114/3114","========/======","5/9",99.94,97.95,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D34","8e3c6a94-aa98-47e7-b4b6-7f47e526f94e",4083,5568,"-","TolC","1-1488/1488","========/======","1/2",99.87,99.73,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D36","cafdbb51-1c5c-4fbb-b7d4-9396719d04fb",2632,4530,"-","espL1","1-1898/1898","========/======","4/5",99.89,97.27,"vfdb",NA,"(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]",NA,"Enterobacteriaceae"
543,"D30","824a8c78-14c3-4c30-b274-d091f1e92d87",458,588,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D36","13a65217-c915-43a0-bac4-880db976ea2f",1662,4780,"+","mdtF","1-3114/3114","========/======","5/9",99.94,97.95,"card","U00096.1:3660413-3663527","MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D32","3b56570d-f98b-497c-8d81-18b28014e6d4",3238,5476,"-","fepA","1-2241/2241","========/======","2/4",99.87,96.21,"vfdb","WP_001034892","(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","102c7aa9-ebf6-4f63-b367-5181b4def337",252,1603,"-","tssA","1-1353/1353","========/======","3/3",99.85,99.04,"vfdb","WP_001087735","(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D29","3f90385c-e191-4be2-bb1c-f6efaebef6f9",2001,2131,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D33","c9c59899-ea9e-46ee-b410-48f91d735513",2680,2961,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D33","cc052c88-ec40-4bbc-8854-b1f8d869af3d",3271,3552,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D33","063f5e87-8059-45f3-85d4-fa5f22b2a859",1468,1747,"-","Col440II_1","1-282/282","========/======","2/2",99.29,96.1,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","38eb9f48-b3f6-469a-86e8-2b1b1a4e59ad",3658,4615,"-","gspC","1-960/960","========/======","4/6",99.58,94.91,"vfdb","WP_000135089","(gspC) general secretion pathway protein C [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D32","39f15731-e567-41b5-a1e6-6a9fa3c3dfff",245,781,"-","gspM","1-537/537","===============","0/0",100,94.6,"vfdb",NA,"(gspM) general secretion pathway protein M [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D32","39f15731-e567-41b5-a1e6-6a9fa3c3dfff",783,1938,"-","gspL","10-1179/1179","========/======","14/24",97.63,91.23,"vfdb","WP_000097229","(gspL) general secretion pathway protein L [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D22","4ed18260-4cfc-4bf1-ba84-1554ad6c68c3",834,3939,"-","acrD","1-3114/3114","========/======","4/8",99.74,97.98,"card","AP009048.1:2586250-2589364","AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.","aminoglycoside","Enterobacteriaceae"
543,"D32","ac29c2ef-1660-477f-a9d7-373ca9162bfa",2521,3049,"-","fimF","1-531/531","========/======","1/2",99.62,96.61,"vfdb","WP_001244821","(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","ac29c2ef-1660-477f-a9d7-373ca9162bfa",3059,5695,"-","fimD","1-2637/2637","========/======","2/2",99.96,98.18,"vfdb","WP_000120946","(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","cab5b1cc-906d-4981-9b63-5fd46e580828",5204,5464,"-","IncFII(pCoo)_1","1-262/262","========/======","1/1",99.62,96.95,"plasmidfinder","CR942285","IncFII(pCoo)_1__CR942285",NA,"Enterobacteriaceae"
543,"D33","ae28d811-4066-4013-8b38-3ec5d4a19923",1478,1760,"-","Col440II_1","1-282/282","========/======","3/3",99.65,95.78,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","ac29c2ef-1660-477f-a9d7-373ca9162bfa",5762,6487,"-","fimC","1-726/726","===============","0/0",100,98.62,"vfdb","WP_000066579","(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","59ab5c0e-369f-4e7b-b435-22ae9644cb31",128,676,"-","fimA","1-549/549","========/======","3/4",99.64,89.66,"vfdb","WP_000695571","(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","3bd9bc2c-8482-4f61-9335-16966017047f",1460,1590,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","703350a9-0104-402f-addc-8f0c497c460d",1174,1304,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D33","4ff425d1-42a8-4fd4-88d8-43e7dbf46684",975,1257,"-","Col440II_1","1-282/282","========/======","3/5",99.29,96.49,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D32","262c2fdc-1f7c-4ace-8d48-2e6115180766",317,1804,"+","TolC","1-1488/1488","========/======","7/10",99.66,98.12,"card","FJ768952.1:0-1488","TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.","aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline","Enterobacteriaceae"
543,"D33","547a1f0f-013e-4d37-a951-a31057fee5cc",2078,2199,"+","Col(pHAD28)_1","1-120/131","========/=====.","1/2",91.6,90.98,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D19","7b0d0379-1348-40ad-ba13-0cfea0ef3099",1407,2918,"-","eptA","119-1644/1644",".=======/======","12/30",91.48,96.48,"card","AP009048.1:4340268-4338624","PmrC mediates the modification of Lipid A by the addition of 4-amino-4-deoxy-L-arabinose (L-Ara4N) and phosphoethanolamine resulting in a less negative cell membrane and decreased binding of polymyxin B.","peptide","Enterobacteriaceae"
543,"D29","6c7473b2-5b77-4dcc-ac45-ab6d5e213047",170,630,"-","etgA","1-459/459","========/======","1/2",100,93.71,"vfdb","WP_000720639","(etgA) T3SS-associated peptidoglycan lytic enzyme  [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D32","56076f53-a405-4c5f-a9a0-6e4775aa6877",3302,4257,"+","fepB","1-957/957","========/======","1/1",99.9,97.28,"vfdb","WP_001234311","(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","29cd943e-89ec-4cc6-a996-02d31ff5a903",3069,3199,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.08,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","e2e63d12-5cb9-405a-9e98-0316e9608f33",964,1494,"-","emrR","1-531/531","===============","0/0",100,99.62,"card","U00096.3:2810769-2811300","EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.","fluoroquinolone","Enterobacteriaceae"
543,"D35","71a8d181-4d61-4631-bb34-99ca67d2c14e",2136,2254,"-","ColRNAI_1","13-130/130",".=======/======","3/3",90,88.33,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","030a381e-728d-4de5-988b-db542a9df596",3048,4220,"-","emrA","1-1173/1173","===============","0/0",100,100,"card","AP009048.1:2810082-2811255","EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.","fluoroquinolone","Enterobacteriaceae"
543,"D32","8cb52b02-9563-4dd3-887c-dac73d273586",7530,8782,"+","allB","109-1362/1362",".=======/======","4/7",91.78,82.74,"vfdb","WP_012737535","(allB) allantoinase [Allantion utilization (VF0572) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]",NA,"Enterobacteriaceae"
543,"D36","8874b487-1815-4c7a-903b-9ff2a3fcd99a",6427,7369,"+","leuO","1-945/945","========/======","3/4",99.68,96.83,"card","LR730402.1:740042-740987","leuO a LysR family transcription factor exists in a wide variety of bacteria of the family Enterobacteriaceae and is involved in the regulation of as yet unidentified genes affecting the stress response and pathogenesis expression. LeuO is also an activator of the MdtNOP efflux pump.","disinfecting_agents_and_antiseptics;nucleoside","Enterobacteriaceae"
543,"D33","0ba64f38-5f53-417a-b8ad-b7912f769e53",3668,4658,"+","rpoS","2-993/993","========/======","3/3",99.7,92.45,"vfdb","NP_461845","(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Enterobacteriaceae"
543,"D27","1206ad4b-ac2c-45c9-88f9-a0c1e17528ae",1238,1498,"+","Col(MG828)_1","1-262/262","========/======","2/3",99.24,89.35,"plasmidfinder","NC_008486","Col(MG828)_1__NC_008486",NA,"Enterobacteriaceae"
543,"D33","3bd9bc2c-8482-4f61-9335-16966017047f",1460,1590,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D33","4ff425d1-42a8-4fd4-88d8-43e7dbf46684",261,391,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,88.55,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","e840e717-0b21-4efe-8093-99e85d6609d1",1649,2159,"+","fimG","5-504/504","========/======","20/33",97.02,85.82,"vfdb","WP_000872015","(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","f16ab71a-9836-4e83-9d77-1e32d6e81b16",1444,1944,"+","STM0273","1-501/543","========/=====.","2/4",91.9,85.69,"vfdb","NP_459270","(STM0273) type VI secretion system-associated protein [SCI (Salmonella centrisome island) (VF0974) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Enterobacteriaceae"
